{u'Name': u'NAD to DZD', u'Bid': u'7.4358', u'Ask': u'7.5755', u'Rate': u'7.5053', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NADDZD'}
{u'Name': u'MMK to BOB', u'Bid': u'0.0068', u'Ask': u'0.0069', u'Rate': u'0.0068', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBOB'}
{u'Name': u'MMK to DKK', u'Bid': u'0.0059', u'Ask': u'0.0059', u'Rate': u'0.0059', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKDKK'}
{u'Name': u'MMK to BWP', u'Bid': u'0.0091', u'Ask': u'0.0091', u'Rate': u'0.0091', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBWP'}
{u'Name': u'MMK to LBP', u'Bid': u'1.4889', u'Ask': u'1.4924', u'Rate': u'1.4906', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLBP'}
{u'Name': u'MMK to TZS', u'Bid': u'1.6755', u'Ask': u'1.687', u'Rate': u'1.6813', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKTZS'}
{u'Name': u'MMK to VND', u'Bid': u'20.8912', u'Ask': u'21.0104', u'Rate': u'20.9507', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKVND'}
{u'Name': u'MMK to AOA', u'Bid': u'0.098', u'Ask': u'0.0986', u'Rate': u'0.0983', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKAOA'}
{u'Name': u'MMK to KHR', u'Bid': u'4.002', u'Ask': u'4.0158', u'Rate': u'4.0089', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKKHR'}
{u'Name': u'MMK to MYR', u'Bid': u'0.0033', u'Ask': u'0.0033', u'Rate': u'0.0033', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKMYR'}
{u'Name': u'MMK to KYD', u'Bid': u'0.0008', u'Ask': u'0.0008', u'Rate': u'0.0008', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKKYD'}
{u'Name': u'MMK to LYD', u'Bid': u'0.0012', u'Ask': u'0.0012', u'Rate': u'0.0012', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLYD'}
{u'Name': u'MMK to UAH', u'Bid': u'0.0137', u'Ask': u'0.0138', u'Rate': u'0.0138', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKUAH'}
{u'Name': u'MMK to JOD', u'Bid': u'0.0007', u'Ask': u'0.0007', u'Rate': u'0.0007', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKJOD'}
{u'Name': u'MMK to AWG', u'Bid': u'0.0018', u'Ask': u'0.0018', u'Rate': u'0.0018', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKAWG'}
{u'Name': u'MMK to SAR', u'Bid': u'0.0037', u'Ask': u'0.0037', u'Rate': u'0.0037', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKSAR'}
{u'Name': u'MMK to EUR', u'Bid': u'0.0008', u'Ask': u'0.0008', u'Rate': u'0.0008', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKEUR'}
{u'Name': u'MMK to HKD', u'Bid': u'0.0076', u'Ask': u'0.0076', u'Rate': u'0.0076', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKHKD'}
{u'Name': u'MMK to CHF', u'Bid': u'0.001', u'Ask': u'0.001', u'Rate': u'0.001', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKCHF'}
{u'Name': u'MMK to GIP', u'Bid': u'0.0006', u'Ask': u'0.0006', u'Rate': u'0.0006', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKGIP'}
{u'Name': u'MMK to BYR', u'Bid': u'10.5564', u'Ask': u'10.6161', u'Rate': u'10.5862', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBYR'}
{u'Name': u'MMK to ALL', u'Bid': u'0.1105', u'Ask': u'0.1111', u'Rate': u'0.1108', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKALL'}
{u'Name': u'MMK to MRO', u'Bid': u'0.2856', u'Ask': u'0.2868', u'Rate': u'0.2862', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMRO'}
{u'Name': u'MMK to HRK', u'Bid': u'0.0061', u'Ask': u'0.0061', u'Rate': u'0.0061', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKHRK'}
{u'Name': u'MMK to DJF', u'Bid': u'0.1787', u'Ask': u'0.1799', u'Rate': u'0.1793', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKDJF'}
{u'Name': u'MMK to SZL', u'Bid': u'0.011', u'Ask': u'0.011', u'Rate': u'0.011', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKSZL'}
{u'Name': u'MMK to THB', u'Bid': u'0.0324', u'Ask': u'0.0324', u'Rate': u'0.0324', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKTHB'}
{u'Name': u'MMK to XAF', u'Bid': u'0.5217', u'Ask': u'0.5223', u'Rate': u'0.522', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXAF'}
{u'Name': u'MMK to BND', u'Bid': u'0.0013', u'Ask': u'0.0013', u'Rate': u'0.0013', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBND'}
{u'Name': u'MMK to ISK', u'Bid': u'0.1213', u'Ask': u'0.1216', u'Rate': u'0.1214', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKISK'}
{u'Name': u'MMK to UYU', u'Bid': u'0.024', u'Ask': u'0.0241', u'Rate': u'0.024', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKUYU'}
{u'Name': u'MMK to NIO', u'Bid': u'0.026', u'Ask': u'0.0261', u'Rate': u'0.0261', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKNIO'}
{u'Name': u'MMK to LAK', u'Bid': u'7.9296', u'Ask': u'7.9473', u'Rate': u'7.9384', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLAK'}
{u'Name': u'MMK to SYP', u'Bid': u'0.1644', u'Ask': u'0.1649', u'Rate': u'0.1646', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKSYP'}
{u'Name': u'MMK to MAD', u'Bid': u'0.0088', u'Ask': u'0.0088', u'Rate': u'0.0088', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKMAD'}
{u'Name': u'MMK to MZN', u'Bid': u'0.0303', u'Ask': u'0.0305', u'Rate': u'0.0304', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMZN'}
{u'Name': u'MMK to PHP', u'Bid': u'0.0443', u'Ask': u'0.0444', u'Rate': u'0.0444', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKPHP'}
{u'Name': u'MMK to ZAR', u'Bid': u'0.0111', u'Ask': u'0.0111', u'Rate': u'0.0111', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKZAR'}
{u'Name': u'MMK to NPR', u'Bid': u'0.0981', u'Ask': u'0.0992', u'Rate': u'0.0987', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKNPR'}
{u'Name': u'MMK to ZWL', u'Bid': u'0.3143', u'Ask': u'0.3209', u'Rate': u'0.3176', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKZWL'}
{u'Name': u'MMK to NGN', u'Bid': u'0.1675', u'Ask': u'0.1677', u'Rate': u'0.1676', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKNGN'}
{u'Name': u'MMK to CRC', u'Bid': u'0.5325', u'Ask': u'0.5332', u'Rate': u'0.5329', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCRC'}
{u'Name': u'MMK to AED', u'Bid': u'0.0036', u'Ask': u'0.0036', u'Rate': u'0.0036', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKAED'}
{u'Name': u'MMKEEK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MMKEEK'}
{u'Name': u'MMK to MWK', u'Bid': u'0.4602', u'Ask': u'0.4804', u'Rate': u'0.4703', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMWK'}
{u'Name': u'MMK to LKR', u'Bid': u'0.1288', u'Ask': u'0.1291', u'Rate': u'0.1289', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLKR'}
{u'Name': u'MMK to PKR', u'Bid': u'0.1004', u'Ask': u'0.1015', u'Rate': u'0.101', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKPKR'}
{u'Name': u'MMK to HUF', u'Bid': u'0.2463', u'Ask': u'0.247', u'Rate': u'0.2467', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKHUF'}
{u'Name': u'MMK to BMD', u'Bid': u'0.001', u'Ask': u'0.001', u'Rate': u'0.001', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBMD'}
{u'Name': u'MMK to LSL', u'Bid': u'0.0111', u'Ask': u'0.0111', u'Rate': u'0.0111', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLSL'}
{u'Name': u'MMK to MNT', u'Bid': u'1.8375', u'Ask': u'1.8403', u'Rate': u'1.8389', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMNT'}
{u'Name': u'MMK to AMD', u'Bid': u'0.4071', u'Ask': u'0.4085', u'Rate': u'0.4078', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKAMD'}
{u'Name': u'MMK to UGX', u'Bid': u'2.6489', u'Ask': u'2.6614', u'Rate': u'2.6552', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKUGX'}
{u'Name': u'MMK to QAR', u'Bid': u'0.0036', u'Ask': u'0.0036', u'Rate': u'0.0036', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKQAR'}
{u'Name': u'MMK to XDR', u'Bid': u'0.0007', u'Ask': u'0.0007', u'Rate': u'0.0007', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXDR'}
{u'Name': u'MMK to JMD', u'Bid': u'0.1103', u'Ask': u'0.1114', u'Rate': u'0.1109', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKJMD'}
{u'Name': u'MMK to GEL', u'Bid': u'0.0017', u'Ask': u'0.0017', u'Rate': u'0.0017', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKGEL'}
{u'Name': u'MMK to SHP', u'Bid': u'0.0006', u'Ask': u'0.0006', u'Rate': u'0.0006', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKSHP'}
{u'Name': u'MMK to AFN', u'Bid': u'0.0564', u'Ask': u'0.0565', u'Rate': u'0.0564', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKAFN'}
{u'Name': u'MMK to SBD', u'Bid': u'0.0073', u'Ask': u'0.0074', u'Rate': u'0.0074', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKSBD'}
{u'Name': u'MMK to KPW', u'Bid': u'0.8863', u'Ask': u'0.8871', u'Rate': u'0.8867', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKKPW'}
{u'Name': u'MMK to TRY', u'Bid': u'0.0022', u'Ask': u'0.0022', u'Rate': u'0.0022', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKTRY'}
{u'Name': u'MMK to BDT', u'Bid': u'0.0757', u'Ask': u'0.0767', u'Rate': u'0.0762', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBDT'}
{u'Name': u'MMK to YER', u'Bid': u'0.2116', u'Ask': u'0.2119', u'Rate': u'0.2117', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKYER'}
{u'Name': u'MMK to HTG', u'Bid': u'0.0451', u'Ask': u'0.0452', u'Rate': u'0.0452', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKHTG'}
{u'Name': u'MMK to XOF', u'Bid': u'0.5165', u'Ask': u'0.5172', u'Rate': u'0.5168', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXOF'}
{u'Name': u'MMK to MGA', u'Bid': u'2.6785', u'Ask': u'2.691', u'Rate': u'2.6847', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMGA'}
{u'Name': u'MMK to ANG', u'Bid': u'0.0018', u'Ask': u'0.0018', u'Rate': u'0.0018', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKANG'}
{u'Name': u'MMK to LRD', u'Bid': u'0.0832', u'Ask': u'0.0833', u'Rate': u'0.0833', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKLRD'}
{u'Name': u'MMK to RWF', u'Bid': u'0.6745', u'Ask': u'0.6861', u'Rate': u'0.6803', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKRWF'}
{u'Name': u'MMK to NOK', u'Bid': u'0.0068', u'Ask': u'0.0068', u'Rate': u'0.0068', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKNOK'}
{u'Name': u'MMK to MOP', u'Bid': u'0.0079', u'Ask': u'0.0079', u'Rate': u'0.0079', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMOP'}
{u'Name': u'MMK to INR', u'Bid': u'0.0605', u'Ask': u'0.0606', u'Rate': u'0.0606', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKINR'}
{u'Name': u'MMK to MXN', u'Bid': u'0.0134', u'Ask': u'0.0135', u'Rate': u'0.0134', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKMXN'}
{u'Name': u'MMK to CZK', u'Bid': u'0.0221', u'Ask': u'0.0221', u'Rate': u'0.0221', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKCZK'}
{u'Name': u'MMK to TJS', u'Bid': u'0.005', u'Ask': u'0.005', u'Rate': u'0.005', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKTJS'}
{u'Name': u'MMK to BTC', u'Bid': u'0.00', u'Ask': u'0.00', u'Rate': u'0.00', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKBTC'}
{u'Name': u'MMK to BTN', u'Bid': u'0.0605', u'Ask': u'0.0606', u'Rate': u'0.0605', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBTN'}
{u'Name': u'MMK to COP', u'Bid': u'2.062', u'Ask': u'2.0739', u'Rate': u'2.068', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCOP'}
{u'Name': u'MMK to TMT', u'Bid': u'0.0028', u'Ask': u'0.0028', u'Rate': u'0.0028', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKTMT'}
{u'Name': u'MMK to MUR', u'Bid': u'0.0313', u'Ask': u'0.0314', u'Rate': u'0.0313', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMUR'}
{u'Name': u'MMK to IDR', u'Bid': u'11.9498', u'Ask': u'11.9714', u'Rate': u'11.9606', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKIDR'}
{u'Name': u'MMK to HNL', u'Bid': u'0.021', u'Ask': u'0.021', u'Rate': u'0.021', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKHNL'}
{u'Name': u'MMK to XPF', u'Bid': u'0.0942', u'Ask': u'0.0953', u'Rate': u'0.0947', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXPF'}
{u'Name': u'MMK to FJD', u'Bid': u'0.0019', u'Ask': u'0.0019', u'Rate': u'0.0019', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKFJD'}
{u'Name': u'MMK to ETB', u'Bid': u'0.0197', u'Ask': u'0.0199', u'Rate': u'0.0198', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKETB'}
{u'Name': u'MMK to PEN', u'Bid': u'0.0029', u'Ask': u'0.0029', u'Rate': u'0.0029', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKPEN'}
{u'Name': u'MMK to BZD', u'Bid': u'0.0019', u'Ask': u'0.002', u'Rate': u'0.002', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBZD'}
{u'Name': u'MMK to ILS', u'Bid': u'0.0037', u'Ask': u'0.0038', u'Rate': u'0.0038', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKILS'}
{u'Name': u'MMK to DOP', u'Bid': u'0.0428', u'Ask': u'0.0435', u'Rate': u'0.0432', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKDOP'}
{u'Name': u'MMK to TWD', u'Bid': u'0.0301', u'Ask': u'0.0302', u'Rate': u'0.0302', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'MMKTWD'}
{u'Name': u'MMK to MDL', u'Bid': u'0.0146', u'Ask': u'0.0147', u'Rate': u'0.0146', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKMDL'}
{u'Name': u'MMK to BSD', u'Bid': u'0.001', u'Ask': u'0.001', u'Rate': u'0.001', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBSD'}
{u'Name': u'MMK to SEK', u'Bid': u'0.0073', u'Ask': u'0.0073', u'Rate': u'0.0073', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKSEK'}
{u'Name': u'MMK to ZMK', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'5.1128', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKZMK'}
{u'Name': u'MMKJEP=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'MMKJEP'}
{u'Name': u'MMK to AUD', u'Bid': u'0.0012', u'Ask': u'0.0012', u'Rate': u'0.0012', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKAUD'}
{u'Name': u'MMK to SRD', u'Bid': u'0.0032', u'Ask': u'0.0033', u'Rate': u'0.0032', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKSRD'}
{u'Name': u'MMK to CUP', u'Bid': u'0.001', u'Ask': u'0.001', u'Rate': u'0.001', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCUP'}
{u'Name': u'MMK to CLF', u'Bid': u'0.00', u'Ask': u'0.00', u'Rate': u'0.00', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCLF'}
{u'Name': u'MMK to BBD', u'Bid': u'0.002', u'Ask': u'0.002', u'Rate': u'0.002', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBBD'}
{u'Name': u'MMK to KMF', u'Bid': u'0.3913', u'Ask': u'0.3917', u'Rate': u'0.3915', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKKMF'}
{u'Name': u'MMK to KRW', u'Bid': u'1.0769', u'Ask': u'1.0781', u'Rate': u'1.0775', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKKRW'}
{u'Name': u'MMK to GMD', u'Bid': u'0.042', u'Ask': u'0.043', u'Rate': u'0.0425', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKGMD'}
{u'Name': u'MMK to VEF', u'Bid': u'0.0062', u'Ask': u'0.0062', u'Rate': u'0.0062', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKVEF'}
{u'Name': u'MMK to GTQ', u'Bid': u'0.0075', u'Ask': u'0.0075', u'Rate': u'0.0075', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKGTQ'}
{u'Name': u'MMK to CLP', u'Bid': u'0.5824', u'Ask': u'0.5839', u'Rate': u'0.5832', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCLP'}
{u'Name': u'MMK to ZMW', u'Bid': u'0.0062', u'Ask': u'0.0063', u'Rate': u'0.0063', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKZMW'}
{u'Name': u'MMK to LTL', u'Bid': u'0.0027', u'Ask': u'0.0028', u'Rate': u'0.0027', u'Time': u'8:44pm', u'Date': u'11/7/2014', u'id': u'MMKLTL'}
{u'Name': u'MMK to CDF', u'Bid': u'0.8951', u'Ask': u'0.9256', u'Rate': u'0.9103', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKCDF'}
{u'Name': u'MMK to XCD', u'Bid': u'0.0027', u'Ask': u'0.0027', u'Rate': u'0.0027', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXCD'}
{u'Name': u'MMK to KZT', u'Bid': u'0.1781', u'Ask': u'0.1784', u'Rate': u'0.1782', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKKZT'}
{u'Name': u'MMK to RUB', u'Bid': u'0.046', u'Ask': u'0.0463', u'Rate': u'0.0461', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'MMKRUB'}
{u'Name': u'MMK to XAG', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.0001', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKXAG'}
{u'Name': u'MMK to TTD', u'Bid': u'0.0062', u'Ask': u'0.0063', u'Rate': u'0.0063', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKTTD'}
{u'Name': u'MMK to OMR', u'Bid': u'0.0004', u'Ask': u'0.0004', u'Rate': u'0.0004', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKOMR'}
{u'Name': u'MMK to BRL', u'Bid': u'0.0025', u'Ask': u'0.0025', u'Rate': u'0.0025', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'MMKBRL'}
{u'Name': u'PLN to DZD', u'Bid': u'24.569', u'Ask': u'24.8415', u'Rate': u'24.7052', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNDZD'}
{u'Name': u'PLN to NAD', u'Bid': u'3.2819', u'Ask': u'3.3155', u'Rate': u'3.2987', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNNAD'}
{u'Name': u'PLN to GHS', u'Bid': u'0.9375', u'Ask': u'0.9416', u'Rate': u'0.9395', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNGHS'}
{u'Name': u'PLN to EGP', u'Bid': u'2.0906', u'Ask': u'2.1052', u'Rate': u'2.0979', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNEGP'}
{u'Name': u'PLN to BGN', u'Bid': u'0.4581', u'Ask': u'0.4616', u'Rate': u'0.4599', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNBGN'}
{u'Name': u'PLN to PAB', u'Bid': u'0.2932', u'Ask': u'0.2936', u'Rate': u'0.2934', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNPAB'}
{u'Name': u'PLN to BOB', u'Bid': u'2.0113', u'Ask': u'2.0432', u'Rate': u'2.0272', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNBOB'}
{u'Name': u'PLN to DKK', u'Bid': u'1.7611', u'Ask': u'1.7648', u'Rate': u'1.7629', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNDKK'}
{u'Name': u'PLN to BWP', u'Bid': u'2.7082', u'Ask': u'2.7146', u'Rate': u'2.7114', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNBWP'}
{u'Name': u'PLN to LBP', u'Bid': u'443.2977', u'Ask': u'444.4575', u'Rate': u'443.8772', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNLBP'}
{u'Name': u'PLN to TZS', u'Bid': u'498.8565', u'Ask': u'502.4366', u'Rate': u'500.6454', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNTZS'}
{u'Name': u'PLN to VND', u'Bid': u'6219.9482', u'Ask': u'6257.3394', u'Rate': u'6238.6313', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNVND'}
{u'Name': u'PLN to AOA', u'Bid': u'29.175', u'Ask': u'29.3565', u'Rate': u'29.2657', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNAOA'}
{u'Name': u'PLN to KHR', u'Bid': u'1191.5093', u'Ask': u'1195.9841', u'Rate': u'1193.7452', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNKHR'}
{u'Name': u'PLN to MYR', u'Bid': u'0.9813', u'Ask': u'0.9831', u'Rate': u'0.9822', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNMYR'}
{u'Name': u'PLN to KYD', u'Bid': u'0.2404', u'Ask': u'0.2407', u'Rate': u'0.2406', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNKYD'}
{u'Name': u'PLN to LYD', u'Bid': u'0.3524', u'Ask': u'0.3558', u'Rate': u'0.3541', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNLYD'}
{u'Name': u'PLN to UAH', u'Bid': u'4.0914', u'Ask': u'4.0996', u'Rate': u'4.0955', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNUAH'}
{u'Name': u'PLN to JOD', u'Bid': u'0.2079', u'Ask': u'0.2085', u'Rate': u'0.2082', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNJOD'}
{u'Name': u'PLN to AWG', u'Bid': u'0.5233', u'Ask': u'0.5269', u'Rate': u'0.5251', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNAWG'}
{u'Name': u'PLN to SAR', u'Bid': u'1.0998', u'Ask': u'1.1015', u'Rate': u'1.1007', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNSAR'}
{u'Name': u'PLN to EUR', u'Bid': u'0.2369', u'Ask': u'0.2372', u'Rate': u'0.237', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNEUR'}
{u'Name': u'PLN to HKD', u'Bid': u'2.2731', u'Ask': u'2.2761', u'Rate': u'2.2746', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNHKD'}
{u'Name': u'PLN to CHF', u'Bid': u'0.2853', u'Ask': u'0.2857', u'Rate': u'0.2855', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNCHF'}
{u'Name': u'PLN to GIP', u'Bid': u'0.1837', u'Ask': u'0.1869', u'Rate': u'0.1853', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNGIP'}
{u'Name': u'PLN to BYR', u'Bid': u'3142.9575', u'Ask': u'3161.6958', u'Rate': u'3152.3206', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNBYR'}
{u'Name': u'PLN to ALL', u'Bid': u'32.8867', u'Ask': u'33.0818', u'Rate': u'32.9842', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNALL'}
{u'Name': u'PLN to MRO', u'Bid': u'85.024', u'Ask': u'85.4274', u'Rate': u'85.2256', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'PLNMRO'}
